DESCRIPTION,CHALLENGE,TRIGGERED,PREDICTION,OTHERBayes,OTHERS,STATUS
Desktop,TCO,"['', 'Charcount', 'Charcount', 'Charcount', 'Charcount', 'Charcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'without verb or adj', 'without verb or adj unigram']","Bayes: 0.4, complexBayes 0.4, linClass: 0 0, USE: 1 0.871511","BayesTCO: 0.4, BayesMixed 0.8394287980959937, BayesMixed w/o dups 0.856483356280878, compl BayesTCO: 0.4, compl BayesMixed: 0.4, compl BayesMixed w/o dups: 0.4","Lin Class: 0 0, USE mixed: 1 0.5108921",usable
"You could apply it on a wall, and project on it external images, captured with a camera, making it become like a window",TCO,[''],"Bayes: 2.328762065363036e-08, complexBayes 0.9754042781673868, linClass: 0 0, USE: 1 0.5579126","BayesTCO: 0.9999864658262204, BayesMixed 5.577624917360784e-08, BayesMixed w/o dups 9.394309392099936e-08, compl BayesTCO: 0.977918171473264, compl BayesMixed: 2.486064366591192e-20, compl BayesMixed w/o dups: 1.207659856694078e-19","Lin Class: 0 0, USE mixed: 0 0.8039524",usable
fishtank,TCO,"['', 'Charcount', 'Charcount', 'Charcount', 'Charcount', 'Charcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'without verb or adj', 'without verb or adj unigram']","Bayes: 0.4, complexBayes 0.4, linClass: 0 0, USE: 1 0.5832206","BayesTCO: 0.4, BayesMixed 0.4, BayesMixed w/o dups 0.4, compl BayesTCO: 0.4, compl BayesMixed: 0.4, compl BayesMixed w/o dups: 0.4","Lin Class: 0 0, USE mixed: 0 0.63502455",unusable
You could check if your vehicle needs any maintenance without having to get in and start it. ,TCO,"['', 'Wordcount']","Bayes: 7.929629748342247e-07, complexBayes 0.9999999981761655, linClass: 0 0, USE: 1 0.59087014","BayesTCO: 0.9999989787743037, BayesMixed 2.9821965486606756e-10, BayesMixed w/o dups 2.7670831560701885e-10, compl BayesTCO: 1.0, compl BayesMixed: 3.023976793181426e-10, compl BayesMixed w/o dups: 3.5304802084696507e-10","Lin Class: 0 0, USE mixed: 0 0.92993945",usable
mobile screen ,TCO,"['', 'Charcount', 'Charcount', 'Charcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'without verb or adj']","Bayes: 0.25485284909204764, complexBayes 0.2355460385438973, linClass: 0 0, USE: 1 0.9806998","BayesTCO: 0.24290220820189276, BayesMixed 0.7029286275739449, BayesMixed w/o dups 0.732687182326429, compl BayesTCO: 0.3642384105960265, compl BayesMixed: 0.34050975091716557, compl BayesMixed w/o dups: 0.37083793593182895","Lin Class: 0 0, USE mixed: 0 0.6963959",unusable
A touch screen for certain closets so you dont have to go in and have everything already set up so you can find it with a search function.,TCO,[''],"Bayes: 5.299785075439077e-07, complexBayes 0.9817692277172104, linClass: 0 0, USE: 0 0.78331697","BayesTCO: 0.9999984814163112, BayesMixed 1.2328613195267597e-08, BayesMixed w/o dups 2.2722427908341953e-08, compl BayesTCO: 0.9947505212743946, compl BayesMixed: 3.350521114687647e-15, compl BayesMixed w/o dups: 9.25093779601374e-16","Lin Class: 0 0, USE mixed: 0 0.95200294",usable
recipes on the counter,TCO,"['', 'Charcount', 'Charcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'without verb or adj', 'without verb or adj unigram']","Bayes: 0.025823150544754116, complexBayes 0.3035117056856187, linClass: 0 0, USE: 1 0.8198482","BayesTCO: 0.03186827242516838, BayesMixed 0.2699101241164901, BayesMixed w/o dups 0.28977085523874224, compl BayesTCO: 0.2985386221294363, compl BayesMixed: 0.0694451391028448, compl BayesMixed w/o dups: 0.09106508181951463","Lin Class: 0 0, USE mixed: 0 0.5068145",usable
meeting scheduler next to conference room,TCO,"['', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'without verb or adj unigram']","Bayes: 0.0010657465427919813, complexBayes 0.004350386261568072, linClass: 0 0, USE: 1 0.5653971","BayesTCO: 0.0009445452600750843, BayesMixed 0.019703142087621948, BayesMixed w/o dups 0.025593389059678832, compl BayesTCO: 0.0029750635581760154, compl BayesMixed: 0.061925483949612774, compl BayesMixed w/o dups: 0.07966791175159192","Lin Class: 0 0, USE mixed: 0 0.76955736",usable
An app for touchscreens that predicts which letters are least likely to be typed next and shrinks them,TCO,"['', 'Wordcount']","Bayes: 0.0001253112256528756, complexBayes 0.0011272198266748037, linClass: 0 0, USE: 1 0.5718671","BayesTCO: 0.001548639403944643, BayesMixed 9.682638834891995e-06, BayesMixed w/o dups 1.0699689642538858e-05, compl BayesTCO: 0.999999999686544, compl BayesMixed: 2.6201832238695066e-07, compl BayesMixed w/o dups: 3.3704923379673056e-07","Lin Class: 0 0, USE mixed: 0 0.85334134",unusable
Display on the window that can change to be tinted Display on light switch for luminosity,TCO,"['', 'Wordcount']","Bayes: 3.04026028406321e-07, complexBayes 3.9478079870326975e-08, linClass: 0 0, USE: 0 0.6630082","BayesTCO: 5.329096202068863e-07, BayesMixed 2.074809842830505e-06, BayesMixed w/o dups 2.1271400566509897e-06, compl BayesTCO: 3.001886562819598e-09, compl BayesMixed: 5.477221442860702e-09, compl BayesMixed w/o dups: 1.7072633600222683e-08","Lin Class: 0 0, USE mixed: 0 0.9066562",usable
robots with interactive skins,TCO,"['', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'without verb or adj unigram']","Bayes: 0.11023844679714746, complexBayes 0.0022784550478299674, linClass: 0 0, USE: 1 0.97385776","BayesTCO: 0.1255282001973634, BayesMixed 0.14156448706296137, BayesMixed w/o dups 0.13219127243789333, compl BayesTCO: 0.0022784550478299674, compl BayesMixed: 0.3125203059928523, compl BayesMixed w/o dups: 0.3416470132135819","Lin Class: 0 0, USE mixed: 0 0.70034367",usable
smart homes,TCO,"['', 'Charcount', 'Charcount', 'Charcount', 'Charcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount']","Bayes: 0.02989130434782609, complexBayes 0.2285714285714286, linClass: 0 0, USE: 1 0.97374403","BayesTCO: 0.024830699774266364, BayesMixed 0.03553539533264388, BayesMixed w/o dups 0.0468547901156728, compl BayesTCO: 0.2285714285714286, compl BayesMixed: 0.2285714285714286, compl BayesMixed w/o dups: 0.2285714285714286","Lin Class: 0 0, USE mixed: 0 0.5865539",usable
Great theatrical costume. You can even interact with the audience.,TCO,"['', 'Wordcount', 'Wordcount']","Bayes: 0.005193933437962164, complexBayes 0.0018250474987293968, linClass: 0 0, USE: 1 0.85258996","BayesTCO: 0.005629843276237317, BayesMixed 6.426378707238606e-05, BayesMixed w/o dups 0.00010639820771104471, compl BayesTCO: 0.0013632841338125953, compl BayesMixed: 0.00023623036913972005, compl BayesMixed w/o dups: 0.000467489332898887","Lin Class: 0 0, USE mixed: 0 0.6630154",usable
 Lamp That Can Read Your Mind - It Turns The Color You're Thinking About,TCO,"['', 'Wordcount', 'Wordcount']","Bayes: 0.00015710922187148234, complexBayes 0.00010705476911938325, linClass: 0 0, USE: 1 0.65426207","BayesTCO: 0.00012723067897586787, BayesMixed 0.00458601301191173, BayesMixed w/o dups 0.010733216487748557, compl BayesTCO: 7.996772904456902e-05, compl BayesMixed: 7.196733477814571e-05, compl BayesMixed w/o dups: 0.00028803863520367857","Lin Class: 0 0, USE mixed: 0 0.54274714",unusable
Interactive movie theater,TCO,"['', 'Charcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'without verb or adj unigram']","Bayes: 0.9999999999956728, complexBayes 0.05529157667386612, linClass: 0 0, USE: 1 0.97078437","BayesTCO: 0.9999999999956365, BayesMixed 0.19284356381894646, BayesMixed w/o dups 0.20840877250091205, compl BayesTCO: 0.05529157667386612, compl BayesMixed: 0.6657229143072857, compl BayesMixed w/o dups: 0.6303272337128211","Lin Class: 0 0, USE mixed: 0 0.59764045",usable
"he two products are completely different. Surface is a multi-touch and vision system that uses cameras to sense what is on the table, where it is and what it is doing",TCO,[''],"Bayes: 1.0, complexBayes 1.0, linClass: 0 0, USE: 1 0.93330646","BayesTCO: 1.0, BayesMixed 5.675972795939357e-05, BayesMixed w/o dups 7.074702586962085e-05, compl BayesTCO: 1.0, compl BayesMixed: 0.9999999999893899, compl BayesMixed w/o dups: 0.999999999999526","Lin Class: 0 0, USE mixed: 0 0.5801727",unusable
a touchscreen computer desk with windows operating system,TCO,"['', 'Wordcount', 'Wordcount', 'Wordcount']","Bayes: 0.9999999999840203, complexBayes 1.3763371703696283e-14, linClass: 0 0, USE: 1 0.88551563","BayesTCO: 0.9999999999870028, BayesMixed 0.5270826400262363, BayesMixed w/o dups 0.5431887871843956, compl BayesTCO: 0.999999999999, compl BayesMixed: 0.6312656829094555, compl BayesMixed w/o dups: 0.4255831606627655","Lin Class: 0 0, USE mixed: 1 0.50619763",usable
"Turn a wall into a touchscreen for games. It could be interactive and educational, perfect for home or school. ",TCO,"['', 'Wordcount']","Bayes: 9.644010342584623e-07, complexBayes 1.0, linClass: 0 0, USE: 0 0.5946959","BayesTCO: 2.4099379496173154e-06, BayesMixed 5.0303988861629265e-08, BayesMixed w/o dups 4.3178675178226953e-08, compl BayesTCO: 1.0, compl BayesMixed: 1.1087569634367034e-10, compl BayesMixed w/o dups: 1.2641284373219624e-10","Lin Class: 0 0, USE mixed: 0 0.8924432",usable
"A wall can become a new smart tv or touch capable monitor, you can basically have movie theater screen in your house. ",TCO,[''],"Bayes: 0.9999985048756048, complexBayes 0.9999993097593698, linClass: 0 0, USE: 1 0.7410977","BayesTCO: 0.9999990798214079, BayesMixed 9.056999775889017e-07, BayesMixed w/o dups 4.450856983601965e-07, compl BayesTCO: 1.0, compl BayesMixed: 1.2886309436669618e-07, compl BayesMixed w/o dups: 2.444219960441559e-07","Lin Class: 0 0, USE mixed: 0 0.8290109",usable
 A Double-Sided Peanut Butter Jar So You Can Get Every Last Bit,TCO,"['', 'Wordcount', 'Wordcount']","Bayes: 0.0002168241146718914, complexBayes 0.000799278811704411, linClass: 0 0, USE: 1 0.75850105","BayesTCO: 0.9999999963074935, BayesMixed 0.0007259757540532691, BayesMixed w/o dups 0.0012004838783515937, compl BayesTCO: 0.0005051109912855794, compl BayesMixed: 0.00014707568174443481, compl BayesMixed w/o dups: 0.0003225397379377232","Lin Class: 0 0, USE mixed: 0 0.5038081",unusable
NEW IDEA FOR IMAGINE THAT COULD COATING TURN SURFACE INTO DIFFERENT FEATURES,TCO,"['', 'Wordcount', 'Wordcount', 'Uppercase', 'without verb or adj', 'without verb or adj unigram']","Bayes: 1.0, complexBayes 1.0, linClass: 0 0, USE: 1 0.99878305","BayesTCO: 1.0, BayesMixed 0.5067637739448697, BayesMixed w/o dups 0.31430584634716263, compl BayesTCO: 1.0, compl BayesMixed: 0.009892850952312068, compl BayesMixed w/o dups: 0.005332330793104257","Lin Class: 0 0, USE mixed: 1 0.7828232",unusable
"A spray for text books and reading material, letting you select, copy, save, and highlight specific text with your finger tips. ",TCO,[''],"Bayes: 0.9999999971598034, complexBayes 0.9999999999947066, linClass: 0 0, USE: 1 0.7284956","BayesTCO: 0.9999999978388663, BayesMixed 0.0015013055958566464, BayesMixed w/o dups 0.0008876288395330095, compl BayesTCO: 1.0, compl BayesMixed: 0.0004570244403303261, compl BayesMixed w/o dups: 0.0014769526065345746","Lin Class: 0 0, USE mixed: 0 0.5848696",usable
Make a keyboard on your desk surface,TCO,"['', 'Wordcount', 'Wordcount', 'Wordcount']","Bayes: 0.9999999997300537, complexBayes 0.23779023218574857, linClass: 0 0, USE: 1 0.69563794","BayesTCO: 0.9999999996287255, BayesMixed 0.5621078738180686, BayesMixed w/o dups 0.44683684755062736, compl BayesTCO: 0.23960396039603962, compl BayesMixed: 0.0014907803932089473, compl BayesMixed w/o dups: 0.002629366064693575","Lin Class: 0 0, USE mixed: 1 0.5378582",usable
A multitouch display beside the chopping board in the kitchen which can be used to display a recipe on the go. ,TCO,[''],"Bayes: 3.8587548243651587e-07, complexBayes 0.999999847521353, linClass: 0 0, USE: 1 0.5828748","BayesTCO: 7.790137262235195e-07, BayesMixed 9.394949237818007e-07, BayesMixed w/o dups 1.1804429598479321e-06, compl BayesTCO: 1.0, compl BayesMixed: 5.505731662831735e-26, compl BayesMixed w/o dups: 3.5958626069677126e-24","Lin Class: 0 0, USE mixed: 0 0.73063654",usable
"This could be applied to a floor. This would allow certain types of apps that could be operated with one's foot. Games, exercise programs, and things of that nature could be applied. ",TCO,[''],"Bayes: 0.9999791478762259, complexBayes 0.9999769722869343, linClass: 0 0, USE: 1 0.7627938","BayesTCO: 1.0, BayesMixed 8.861308998976986e-11, BayesMixed w/o dups 8.873842641005654e-11, compl BayesTCO: 1.0, compl BayesMixed: 1.147575454476861e-33, compl BayesMixed w/o dups: 2.1790193310643914e-32","Lin Class: 0 0, USE mixed: 0 0.92552584",usable
Put it on a wall to create the world's flattest television,TCO,"['', 'Wordcount', 'Wordcount']","Bayes: 0.9999992505743063, complexBayes 1.74314043135298e-08, linClass: 0 0, USE: 1 0.62104505","BayesTCO: 0.9999996557602053, BayesMixed 0.00022289052592131044, BayesMixed w/o dups 0.00021007545863020613, compl BayesTCO: 0.9999999999999999, compl BayesMixed: 6.610382158673849e-09, compl BayesMixed w/o dups: 1.2185310498114711e-09","Lin Class: 0 0, USE mixed: 0 0.7317509",usable
Your coffee table is a touch screen tablet ,TCO,"['', 'Wordcount', 'Wordcount', 'Wordcount']","Bayes: 0.00316320176411465, complexBayes 1.0, linClass: 0 0, USE: 1 0.9654336","BayesTCO: 0.0030631387574015243, BayesMixed 0.2883659333228465, BayesMixed w/o dups 0.35561039530865474, compl BayesTCO: 1.0, compl BayesMixed: 1.0, compl BayesMixed w/o dups: 1.0","Lin Class: 0 0, USE mixed: 1 0.68780977",usable
"A car would be great for this. You could touch your steering wheel and get information on the health of the car, fluid levels, and tire pressure. ",TCO,[''],"Bayes: 0.999877167268309, complexBayes 5.435930450812164e-14, linClass: 0 0, USE: 1 0.688754","BayesTCO: 0.9999101334555524, BayesMixed 2.7023880196486617e-09, BayesMixed w/o dups 1.7935120604355077e-09, compl BayesTCO: 0.32268254743294866, compl BayesMixed: 1.5028002295745981e-21, compl BayesMixed w/o dups: 5.06264043848637e-22","Lin Class: 0 0, USE mixed: 0 0.6649534",usable
On clothing to create fantastic moving designs,TCO,"['', 'Wordcount', 'Wordcount', 'Wordcount']","Bayes: 0.017857171364598173, complexBayes 0.9999999999825607, linClass: 0 0, USE: 1 0.9119281","BayesTCO: 0.020114282533494777, BayesMixed 0.0005666861814220574, BayesMixed w/o dups 0.0007913424207017703, compl BayesTCO: 0.9999999999865398, compl BayesMixed: 0.0031345951218205324, compl BayesMixed w/o dups: 0.004471790159600034","Lin Class: 0 0, USE mixed: 0 0.86811316",usable
On kitchen cabinets and it could display what's inside without opening them,TCO,"['', 'Wordcount', 'Wordcount']","Bayes: 8.245448018797251e-10, complexBayes 2.401249988250783e-07, linClass: 0 0, USE: 0 0.93878657","BayesTCO: 1.7489929798012684e-09, BayesMixed 1.0016306364701908e-06, BayesMixed w/o dups 1.1670741503487883e-06, compl BayesTCO: 0.9999899418838609, compl BayesMixed: 2.0008696011126354e-06, compl BayesMixed w/o dups: 1.8371847892061347e-06","Lin Class: 0 0, USE mixed: 0 0.9346044",usable
A touchscreen in the home so you can lock the whole house and set the temperature as you leave.  This would be good as you leave for work or even if you went on vacation it can turn on and off lights at certain times.,TCO,[''],"Bayes: 0.9939596997228836, complexBayes 1.0, linClass: 0 0, USE: 0 0.93847245","BayesTCO: 0.9972664421373971, BayesMixed 4.9919026395001006e-12, BayesMixed w/o dups 1.73690046769304e-11, compl BayesTCO: 1.0, compl BayesMixed: 5.717368413995509e-25, compl BayesMixed w/o dups: 1.3695234658351616e-23","Lin Class: 0 0, USE mixed: 0 0.9258274",usable
"it can be used on walls as TV, Computer screens",TCO,"['', 'Wordcount', 'Wordcount']","Bayes: 3.325002168917629e-05, complexBayes 1.3590754841346423e-06, linClass: 0 0, USE: 0 0.8227731","BayesTCO: 6.352810447937686e-05, BayesMixed 6.271686437320931e-05, BayesMixed w/o dups 4.2245862183022174e-05, compl BayesTCO: 1.1323806530027048e-06, compl BayesMixed: 5.005984665624686e-16, compl BayesMixed w/o dups: 5.289242526303044e-15","Lin Class: 0 0, USE mixed: 0 0.90509385",usable
Toilet paper dispenser can have a touch screen alerting a robot to bring you more if the dispenser is empty. ,TCO,[''],"Bayes: 0.00028990488027136736, complexBayes 8.941290417235256e-10, linClass: 0 0, USE: 1 0.8273597","BayesTCO: 0.0003525958226033739, BayesMixed 0.0002456408616448216, BayesMixed w/o dups 0.0007125618195229984, compl BayesTCO: 0.9990886246237302, compl BayesMixed: 0.0001132018384435326, compl BayesMixed w/o dups: 9.296522003696569e-05","Lin Class: 0 0, USE mixed: 0 0.6594905",usable
"a window pane in the transom at your front door could be used to enter security codes to arm/disarm the alarm and unlock doors
",TCO,[''],"Bayes: 2.4082705867988824e-07, complexBayes 0.9999614621837097, linClass: 0 0, USE: 0 0.8432806","BayesTCO: 5.29712501960837e-07, BayesMixed 1.1348137826809797e-09, BayesMixed w/o dups 1.6902789142454654e-09, compl BayesTCO: 0.9999999999999999, compl BayesMixed: 1.458526831566691e-25, compl BayesMixed w/o dups: 5.057552394179678e-25","Lin Class: 0 0, USE mixed: 0 0.8958752",usable
Connecting it to your phone so you can upload pictures to it.,TCO,"['', 'Wordcount', 'Wordcount']","Bayes: 0.0001555237387662396, complexBayes 0.9999999328006691, linClass: 0 0, USE: 0 0.68128157","BayesTCO: 9.797051687835599e-05, BayesMixed 6.237830907423198e-05, BayesMixed w/o dups 0.00014079768440027076, compl BayesTCO: 0.9999998847113037, compl BayesMixed: 1.0849313595362599e-10, compl BayesMixed w/o dups: 6.970702615477974e-10","Lin Class: 0 0, USE mixed: 0 0.93692154",usable
